iteration,energy_mean,energy_std,energy_error,acceptance_rate,gradient_norm
1.0,0.49995790321783146,0.014513519963312701,0.00022947889975195775,0.7278,0.03648930020620291
2.0,0.5105957173815251,0.08975535287090426,0.0014191567363209519,0.737,0.21419001909529406
3.0,0.5022701119606767,0.026145397274213597,0.0004133950285823645,0.73375,0.06412572526402045
4.0,0.5010635039226132,0.041866187966729154,0.0006619625546179891,0.742,0.10235877752656025
5.0,0.4981909245401334,0.060213388404713394,0.0009520572649763345,0.7265,0.1318747998621079
6.0,0.5054471638044704,0.06047159905449257,0.0009561399338234058,0.72475,0.15088664049476175
7.0,0.5009205091172153,0.025239708241749634,0.00039907482761026295,0.73075,0.056995371750901226
8.0,0.500913849431833,0.00926868568416029,0.00014655078839071278,0.7395,0.02235602805412768
9.0,0.5000839087489855,0.03834950750598933,0.0006063589543232482,0.729,0.09463189379036822
10.0,0.5026628007580927,0.04878127328683462,0.0007712996537476282,0.73575,0.12101524856119339
11.0,0.5025817718233128,0.03590310143770674,0.0005676778780360962,0.7325,0.07978975084621574
12.0,0.49916684593537264,0.020879422717664645,0.0003301326600864153,0.7255,0.05058483851589558
13.0,0.5000797402555548,0.001910520280689647,3.0207978014617464e-05,0.724,0.004296499502154871
14.0,0.4999041160664037,0.020997086832086016,0.0003319930930886063,0.7245,0.04832647964675711
15.0,0.5025638610021471,0.032259443880205886,0.0005100665935591531,0.73225,0.07494520241307057
16.0,0.5005879949148175,0.03376978590486713,0.0005339471977781517,0.71675,0.08095504998384637
17.0,0.49917551692165774,0.021297267865178274,0.00033673937196337586,0.74675,0.04536094874202797
18.0,0.5002687916328457,0.00860014524630386,0.0001359802359329499,0.721,0.018789505541069132
19.0,0.5000990227661749,0.005758824571354704,9.105501145411862e-05,0.71975,0.01302302816695971
20.0,0.5004292175563889,0.017751181526290242,0.00028067082391090636,0.71525,0.04074713273926141
21.0,0.501521352133175,0.023108835450886475,0.0003653827704942269,0.71875,0.05222678763228661
