iteration,energy_mean,energy_std,energy_error,acceptance_rate,gradient_norm
1.0,0.4999884963089172,0.010987992802221585,0.00012284949421022932,0.997,0.018419711771620623
2.0,0.5000479205986251,0.02987704665565373,0.00033403553644487246,0.9975,0.04978793635049854
3.0,0.501607610766924,0.011893134455313812,0.0001329692855381331,0.997875,0.021455048419371344
4.0,0.4993433868125902,0.013049106479464936,0.0001458934456685828,0.99775,0.023282944835727366
5.0,0.5011569680201851,0.021203022038145544,0.00023705699302859786,0.996875,0.035894073761584745
6.0,0.49966414847822943,0.016286618285714843,0.0001820899280522474,0.99725,0.02742722610993112
7.0,0.5001997641917124,0.004904810106972116,5.483744407958833e-05,0.99725,0.008358547760664012
8.0,0.4999986084832644,0.0074486467352643795,8.327840220216515e-05,0.99775,0.012854873143046872
9.0,0.5001802922977504,0.014767749498164914,0.00016510845876292575,0.997875,0.02537056421479981
10.0,0.49956962947732686,0.014498981297358608,0.00016210353892695968,0.997375,0.0244458513528137
11.0,0.4995389196338757,0.008860381602249593,9.906207784609296e-05,0.99725,0.014767049913939262
12.0,0.49996687391620415,0.0008050544568762538,9.000782455822382e-06,0.998,0.0013365448814462858
13.0,0.4999360044867716,0.006427664379095466,7.186347244105721e-05,0.997375,0.010267358326282557
14.0,0.5005541211911814,0.011045641470925292,0.0001234940259203986,0.997625,0.01816467805311261
15.0,0.5001679836607268,0.010707810922912137,0.0001197169655692315,0.997625,0.016950450292308007
16.0,0.49967578910653754,0.00772639267801622,8.638369624450456e-05,0.9965,0.012773217388436698
17.0,0.49978584829869704,0.0019153157391253817,2.1413880955298032e-05,0.997875,0.003036526248712492
18.0,0.4999003327069706,0.0038462314602536367,4.3002175011627057e-05,0.99775,0.006418192693559292
19.0,0.49963847893297747,0.007640804486654819,8.54267911747278e-05,0.99775,0.012496751692237809
20.0,0.49920677198378416,0.008534427497904541,9.541780017178999e-05,0.99775,0.013932305198139618
21.0,0.5004446460554015,0.0064429599073207505,7.203448164537472e-05,0.998625,0.01042322344853963
22.0,0.4999479239035271,0.0024735070381219915,2.7654649400324683e-05,0.998,0.003954558454268622
23.0,0.5000008315137567,0.001897499847017609,2.1214693226134127e-05,0.998375,0.0030932618810620765
24.0,0.4997796986254929,0.005372097173649384,6.006187231007257e-05,0.997375,0.00892875498258499
